Country,Project Name,Unit Name,Project Name in Local Language / Script,Other Name(s),Capacity (MW),Fuel 1,Fuel 2,Fuel 3,Operating Status,Is conversion?,Start year,Retired year,Operator,Operator Name in Local Language / Script,Owner,Owner Name in Local Language / Script,Latitude,Longitude,Location accuracy,City,"Local area (taluk, county)","Major area (prefecture, district)",State/Province,Subregion,Region,GEM location ID,GEM phase ID,Other IDs (location),Other IDs (unit/phase),Wiki URL
Brazil,Suzano Mucuri power station,TG5,Usina de biomassa Suzano Mucuri,Bahia Sul,61,paper mill wastes,,,operating,no conversion,2014,,Suzano SA,,Suzano SA,,-18.0425,-39.9197,exact,Mucuri,,,Bahia,Latin America and the Caribbean,Americas,L200598,G200687,"WRI: BRA0000187, ANEEL: UTE.FL.BA.000187-2.1",,https://gem.wiki/Suzano_Mucuri_power_station
Brazil,Sykué I power station,1,Usina sucroenergética Sykué I,,30,wood & other biomass (solids),,,operating,no conversion,2010,,Sykué Geração de Energia Ltda,,Sykué Geração de Energia Ltda,,-12.9937,-45.5083,exact,São Desidério,,,Bahia,Latin America and the Caribbean,Americas,L200599,G200688,"WRI: BRA0029634, ANEEL: UTE.AI.BA.029634-1.1",,https://gem.wiki/Sykué_I_power_station
Brazil,Triângulo Energia power station,1,Usina sucroenergética Triângulo Energia,,40,agricultural waste (solids),,,announced,no conversion,2026,,Triângulo Energia LTDA,,Bioenergética Aroeira,,-18.7553,-48.6098,approximate,Tupaciguara,,,Minas Gerais,Latin America and the Caribbean,Americas,L200417,G200463,ANEEL: UTE.AI.MG.050155-7.01,,https://gem.wiki/Triângulo_Energia_power_station
Brazil,Tropical Bioenergia II power station,1,Usina sucroenergética Tropical Bioenergia II,,32,agricultural waste (solids),,,operating,no conversion,2014,,Tropical Bioenergia SA,,Tropical Bioenergia SA,,-17.6819,-50.1031,exact,Edéia,,,Goiás,Latin America and the Caribbean,Americas,L200600,G200689,"WRI: BRA0031769, ANEEL: UTE.AI.GO.031769-1.1",,https://gem.wiki/Tropical_Bioenergia_II_power_station
Brazil,Tropical Bioenergia power station,1,Usina sucroenergética Tropical Bioenergia,,80,agricultural waste (solids),,,operating,no conversion,2009,,Tropical Bioenergia SA,,Tropical Bioenergia SA,,-17.3381,-49.9344,exact,Edéia,,,Goiás,Latin America and the Caribbean,Americas,L200601,G200690,"WRI: BRA0030080, ANEEL: UTE.AI.GO.030080-2.1",,https://gem.wiki/Tropical_Bioenergia_power_station
Brazil,Uberaba 2 power station,1,Usina sucroenergética Uberaba 2,,35,agricultural waste (solids),,,announced,no conversion,2026,,Usina Uberaba SA,,Usina Uberaba SA,,-19.3951,-47.8238,approximate,Uberaba,,,Minas Gerais,Latin America and the Caribbean,Americas,L200418,G200464,ANEEL: UTE.AI.MG.044551-7.01,,https://gem.wiki/Uberaba_2_power_station
Brazil,UFL power station,1,Usina sucroenergética UFL,"Unidade Florestópolis, Usina Alto Alegre",42,agricultural waste (solids),,,operating,no conversion,2014,,Usina Alto Alegre SA - Açúcar e Álcool,,Usina Alto Alegre SA - Açúcar e Álcool,,-22.8585,-51.3775,exact,Florestópolis,,,Paraná,Latin America and the Caribbean,Americas,L200602,G200691,"WRI: BRA0031034, ANEEL: UTE.AI.PR.031034-4.1",,https://gem.wiki/UFL_power_station
Brazil,UJU Bio power station,1,Usina sucroenergética UJU Bio,Unidade Junqueira,50,agricultural waste (solids),,,operating,no conversion,2022,,Usina Alto Alegre SA - Açúcar e Álcool,,Usina Alto Alegre SA - Açúcar e Álcool,,-22.9318,-51.9517,exact,Colorado,,,Paraná,Latin America and the Caribbean,Americas,L200603,G200692,ANEEL: UTE.AI.PR.051729-1.1,,https://gem.wiki/UJU_Bio_power_station
Brazil,UJU power station,1,Usina sucroenergética UJU,,30,agricultural waste (solids),,,operating,no conversion,1995,,Usina Alto Alegre SA - Açúcar e Álcool,,Usina Alto Alegre SA - Açúcar e Álcool,,-22.9312,-51.9514,exact,Colorado,,,Paraná,Latin America and the Caribbean,Americas,L200604,G200693,ANEEL: UTE.AI.PR.028367-3.1,,https://gem.wiki/UJU_power_station
Brazil,Unidade de Bioenergia Água Emendada power station,1,Usina sucroenergética Unidade de Bioenergia Água Emendada,,40,agricultural waste (solids),,,operating,no conversion,2013,,Companhia Brasileira de Energia Renovável,,Companhia Brasileira de Energia Renovável,,-17.5202,-52.0396,exact,Perolândia,,,Goiás,Latin America and the Caribbean,Americas,L200605,G200694,"WRI: BRA0030039, ANEEL: UTE.AI.GO.030039-0.1",,https://gem.wiki/Unidade_de_Bioenergia_Água_Emendada_power_station
Brazil,Unidade de Bioenergia Água Emendada power station,2,Usina sucroenergética Unidade de Bioenergia Água Emendada,,40,agricultural waste (solids),,,operating,no conversion,2013,,Companhia Brasileira de Energia Renovável,,Companhia Brasileira de Energia Renovável,,-17.5202,-52.0396,exact,Perolândia,,,Goiás,Latin America and the Caribbean,Americas,L200605,G200695,"WRI: BRA0030039, ANEEL: UTE.AI.GO.030039-0.1",,https://gem.wiki/Unidade_de_Bioenergia_Água_Emendada_power_station
Brazil,Unidade de Bioenergia Alto Taquari power station,1,Usina sucroenergética Unidade de Bioenergia Alto Taquari,,73,agricultural waste (solids),,,operating,no conversion,2013,,Companhia Brasileira de Energia Renovável,,Companhia Brasileira de Energia Renovável,,-17.8347,-53.2820,exact,Alto Taquari,,,Mato Grosso,Latin America and the Caribbean,Americas,L200606,G200696,"WRI: BRA0030038, ANEEL: UTE.AI.MT.030038-1.1",,https://gem.wiki/Unidade_de_Bioenergia_Alto_Taquari_power_station
Brazil,Unidade de Bioenergia Costa Rica power station,1,Usina sucroenergética Unidade de Bioenergia Costa Rica,,40,agricultural waste (solids),,,operating,no conversion,2011,,Companhia Brasileira de Energia Renovável,,Companhia Brasileira de Energia Renovável,,-18.5435,-53.1330,exact,Costa Rica,,,Mato Grosso do Sul,Latin America and the Caribbean,Americas,L200607,G200697,"WRI: BRA0030037, ANEEL: UTE.AI.MS.030037-3.1",,https://gem.wiki/Unidade_de_Bioenergia_Costa_Rica_power_station
Brazil,Unidade de Bioenergia Costa Rica power station,2,Usina sucroenergética Unidade de Bioenergia Costa Rica,,40,agricultural waste (solids),,,operating,no conversion,2011,,Companhia Brasileira de Energia Renovável,,Companhia Brasileira de Energia Renovável,,-18.5435,-53.1330,exact,Costa Rica,,,Mato Grosso do Sul,Latin America and the Caribbean,Americas,L200607,G200698,"WRI: BRA0030037, ANEEL: UTE.AI.MS.030037-3.1",,https://gem.wiki/Unidade_de_Bioenergia_Costa_Rica_power_station
Brazil,Unidade de Bioenergia Morro Vermelho power station,1,Usina sucroenergética Unidade de Bioenergia Morro Vermelho,,73,agricultural waste (solids),,,operating,no conversion,2013,,Companhia Brasileira de Energia Renovável,,Companhia Brasileira de Energia Renovável,,-17.7246,-53.0219,exact,Mineiros,,,Goiás,Latin America and the Caribbean,Americas,L200608,G200699,"WRI: BRA0030040, ANEEL: UTE.AI.GO.030040-3.1",,https://gem.wiki/Unidade_de_Bioenergia_Morro_Vermelho_power_station
Brazil,Univalem Bioenergia power station,1,Usina sucroenergética Univalem Bioenergia,,45,agricultural waste (solids),,,operating,no conversion,2012,,Bioenergia Univalem Ltda,,Bioenergia Univalem Ltda,,-21.3245,-50.9494,exact,Valparaíso,,,São Paulo,Latin America and the Caribbean,Americas,L200609,G200700,"WRI: BRA0030264, ANEEL: UTE.AI.SP.030264-3.1",,https://gem.wiki/Univalem_Bioenergia_power_station
Brazil,URE LARA power station,1,Usina de biomassa URE LARA,,80,refuse (municipal and industrial wastes),,,announced,no conversion,,,LARA Central de Tratamento de Resíduos Ltda,,LARA Central de Tratamento de Resíduos Ltda,,-23.7047,-46.4742,exact,Mauá,,,São Paulo,Latin America and the Caribbean,Americas,L200425,G200471,ANEEL: UTE.RU.SP.053511-7,,https://gem.wiki/URE_LARA_power_station
Brazil,Usaciga power station,1,Usina sucroenergética Usaciga,Gaucha Mill,40,agricultural waste (solids),,,operating,no conversion,2007,,Usina de Açúcar Santa Terezinha Ltda,,Usina de Açúcar Santa Terezinha Ltda,,-23.3726,-52.9050,exact,Cidade Gaúcha,,,Paraná,Latin America and the Caribbean,Americas,L200611,G200703,"ANEEL: UTE.AI.PR.029144-7.1, WRI: BRA0029144",,https://gem.wiki/Usaciga_power_station
Brazil,USI BIO power station,1,Usina sucroenergética USI BIO,Unidade Santo Inácio Bio,43,agricultural waste (solids),,,operating,no conversion,2015,,Usina Alto Alegre SA - Açúcar e Álcool,,Usina Alto Alegre SA - Açúcar e Álcool,,-22.6524,-51.7977,exact,Santo Inácio,,,Paraná,Latin America and the Caribbean,Americas,L200612,G200704,ANEEL: UTE.AI.PR.031968-6.1,,https://gem.wiki/USI_BIO_power_station
Brazil,USI power station,1,Usina sucroenergética USI,Unidade Santo Inácio,35,agricultural waste (solids),,,operating,no conversion,2007,,Usina Alto Alegre SA - Açúcar e Álcool,,Usina Alto Alegre SA - Açúcar e Álcool,,-22.7088,-51.7774,exact,Santo Inácio,,,Paraná,Latin America and the Caribbean,Americas,L200613,G200705,ANEEL: UTE.AI.PR.029575-2.1,,https://gem.wiki/USI_power_station
Brazil,Usina da Pedra power station,1,Usina sucroenergética Usina da Pedra,,35,agricultural waste (solids),,,operating,no conversion,2003,,Central Energética Rio Pardo SA,,Central Energética Rio Pardo SA,,-21.1720,-47.6189,exact,Serrana,,,São Paulo,Latin America and the Caribbean,Americas,L200614,G200706,"WRI: BRA0002019, ANEEL: UTE.AI.SP.002019-2.1",,https://gem.wiki/Usina_da_Pedra_power_station
Brazil,Vale do Paraná power station,1,Usina sucroenergética Vale do Paraná,,48,agricultural waste (solids),,,operating,no conversion,2020,,UTE Vale do Paraná Albioma SA,,UTE Vale do Paraná Albioma SA,,-20.4061,-51.0292,exact,Suzanápolis,,,São Paulo,Latin America and the Caribbean,Americas,L200615,G200707,ANEEL: UTE.AI.SP.035073-7.1,,https://gem.wiki/Vale_do_Paraná_power_station
Brazil,Vale do Rosário power station,1,Usina sucroenergética Vale do Rosário,,97,agricultural waste (solids),,,operating,no conversion,1994,,Biosev SA,,Biosev SA,,-20.6133,-48.0008,exact,Morro Agudo,,,São Paulo,Latin America and the Caribbean,Americas,L200616,G200708,"WRI: BRA0002958, ANEEL: UTE.AI.SP.002958-0.1",,https://gem.wiki/Vale_do_Rosário_power_station
Brazil,Vale do São Simão power station,1,Usina sucroenergética Vale do São Simão,,55,agricultural waste (solids),,,operating,no conversion,2010,,Companhia Energética Vale do São Simão,,Companhia Energética Vale do São Simão,,-19.0657,-50.3626,exact,Santa Vitória,,,Minas Gerais,Latin America and the Caribbean,Americas,L200617,G200709,"WRI: BRA0030046, ANEEL: UTE.AI.MG.030046-2.1",,https://gem.wiki/Vale_do_São_Simão_power_station
Brazil,Vale do Tijuco II power station,1,Usina sucroenergética Vale do Tijuco II,,40,agricultural waste (solids),,,operating,no conversion,2012,,Companhia Energética de Açúcar e Álcool Vale do Tijuco Ltda,,Companhia Energética de Açúcar e Álcool Vale do Tijuco Ltda,,-19.3468,-48.2322,exact,Uberaba,,,Minas Gerais,Latin America and the Caribbean,Americas,L200618,G200710,"WRI: BRA0030473, ANEEL: UTE.AI.MG.030473-5.1",,https://gem.wiki/Vale_do_Tijuco_II_power_station
Brazil,Vale do Tijuco power station,1,Usina sucroenergética Vale do Tijuco,,45,agricultural waste (solids),,,operating,no conversion,2010,,Companhia Energética de Açúcar e Álcool Vale do Tijuco Ltda,,Companhia Energética de Açúcar e Álcool Vale do Tijuco Ltda,,-19.3468,-48.2325,exact,Uberaba,,,Minas Gerais,Latin America and the Caribbean,Americas,L200619,G200711,"WRI: BRA0030034, ANEEL: UTE.AI.MG.030034-9.1",,https://gem.wiki/Vale_do_Tijuco_power_station
Brazil,Veracel power station,1,Usina de biomassa Veracel,,117,paper mill wastes,,,operating,no conversion,2006,,Veracel Celulose SA,,Veracel Celulose SA,,-16.3740,-39.5705,exact,Eunápolis,,,Bahia,Latin America and the Caribbean,Americas,L200620,G200712,"WRI: BRA0029014, ANEEL: UTE.FL.BA.029014-9.1",,https://gem.wiki/Veracel_power_station
Brazil,Vertente power station,1,Usina sucroenergética Vertente,,53,agricultural waste (solids),,,operating,no conversion,2005,,Usina Vertente Ltda,,Usina Vertente Ltda,,-20.4015,-48.9911,exact,Guaraci,,,São Paulo,Latin America and the Caribbean,Americas,L200621,G200713,"WRI: BRA0029270, ANEEL: UTE.AI.SP.029270-2.1",,https://gem.wiki/Vertente_power_station
Brazil,Viralcool 2 power station,1,Usina sucroenergética Viralcool 2,Viralcool mill 2,30,agricultural waste (solids),,,operating,no conversion,2013,,Viralcool - Açúcar e Álcool Ltda,,Viralcool - Açúcar e Álcool Ltda,,-20.9375,-48.2528,exact,Pitangueiras,,,São Paulo,Latin America and the Caribbean,Americas,L200623,G200715,"WRI: BRA0030851, ANEEL: UTE.AI.SP.030851-0.1",,https://gem.wiki/Viralcool_2_power_station
Brazil,Viralcool Castilho power station,1,Usina sucroenergética Viralcool Castilho,,50,agricultural waste (solids),,,operating,no conversion,2006,,Viralcool - Açúcar e Álcool Ltda,,Viralcool - Açúcar e Álcool Ltda,,-20.9102,-51.5441,exact,Castilho,,,São Paulo,Latin America and the Caribbean,Americas,L200624,G200716,"WRI: BRA0030445, ANEEL: UTE.AI.SP.030445-0.1",,https://gem.wiki/Viralcool_Castilho_power_station
Brazil,Viralcool power station,1,Usina sucroenergética Viralcool,Viralcool mill,43,agricultural waste (solids),,,operating,no conversion,1983,,Viralcool - Açúcar e Álcool Ltda,,Viralcool - Açúcar e Álcool Ltda,,-20.9385,-48.2503,exact,Pitangueiras,,,São Paulo,Latin America and the Caribbean,Americas,L200625,G200717,ANEEL: UTE.AI.SP.003035-0.1,,https://gem.wiki/Viralcool_power_station
Brazil,Vista Alegre I power station,1,Usina sucroenergética Vista Alegre I,Energética Vista Alegre,60,agricultural waste (solids),,,operating,no conversion,2009,,Geração Biomassa Vista Alegre I SA,,Geração Biomassa Vista Alegre I SA,,-21.7802,-55.5766,exact,Maracaju,,,Mato Grosso do Sul,Latin America and the Caribbean,Americas,L200626,G200718,"WRI: BRA0029994, ANEEL: UTE.AI.MS.029994-4.1",,https://gem.wiki/Vista_Alegre_I_power_station
Brazil,Vista Alegre II power station,1,Usina sucroenergética Vista Alegre II,,30,agricultural waste (solids),,,operating,no conversion,2015,,Geração Bioeletricidade Vista Alegre II SA,,Geração Bioeletricidade Vista Alegre II SA,,-21.7802,-55.5766,exact,Maracaju,,,Mato Grosso do Sul,Latin America and the Caribbean,Americas,L200627,G200719,"WRI: BRA0031702, ANEEL: UTE.AI.MS.031702-0.1",,https://gem.wiki/Vista_Alegre_II_power_station
Brazil,Vista Alegre power station,1,Usina sucroenergética Vista Alegre,,60,agricultural waste (solids),,,operating,no conversion,2010,,Agroindustrial Vista Alegre SA,,Agroindustrial Vista Alegre SA,,-23.4891,-48.1247,exact,Itapetininga,,,São Paulo,Latin America and the Caribbean,Americas,L200628,G200720,"ANEEL: UTE.AI.SP.028462-9.1, WRI: BRA0028462",,https://gem.wiki/Vista_Alegre_power_station
Brazil,Volta Grande power station,1,Usina sucroenergética Volta Grande,,55,agricultural waste (solids),,,operating,no conversion,2000,,Delta Sucroenergia SA,,Delta Sucroenergia SA,,-19.9799,-48.2645,exact,Conceição das Alagoas,,,Minas Gerais,Latin America and the Caribbean,Americas,L200629,G200721,ANEEL: UTE.AI.MG.028540-4,,https://gem.wiki/Volta_Grande_power_station
Brazil,WD power station,1,Usina sucroenergética WD,,46,agricultural waste (solids),,,operating,no conversion,1988,,WD Agroindustrial Ltda,,WD Agroindustrial Ltda,,-18.2153,-45.9907,exact,João Pinheiro,,,Minas Gerais,Latin America and the Caribbean,Americas,L200630,G200722,"ANEEL: UTE.AI.MG.029122-6.1, WRI: BRA0029122",,https://gem.wiki/WD_power_station
Canada,Atikokan power station,1,,Atikokan G1,205,wood & other biomass (solids),,,operating,conversion from coal to bioenergy,1985,,Ontario Power Generation,,Ontario Power Generation,,48.8381,-91.5706,exact,,Rainy River District,Northwestern Ontario,Ontario,Northern America,Americas,L104920,G115410,WRI: Can0002100,,https://www.gem.wiki/Atikokan_power_station
Canada,Brooklyn Power power station,1,,,30,wood & other biomass (solids),,,operating,no conversion,1995,,Emera Energy,,Emera Energy,,44.0582,-64.6927,exact,,Queens County,,Nova Scotia,Northern America,Americas,L200340,G200376,WRI: Can0007708,,https://gem.wiki/Brooklyn_Power_power_station
Canada,Fort St James power station,1,,Fort St. James Green Energy,40,wood & other biomass (solids),,,operating,no conversion,2017,,,,BioNorth Energy,,54.4890,-124.2150,exact,,Regional District of Bulkley-Nechako,,British Columbia,Northern America,Americas,L200347,G200384,,,https://gem.wiki/Fort_St_James_power_station
Canada,Intercontinental Pulp Mill power station,1,,"Intercon Pulp Mill, Intercon Green Power",32,wood & other biomass (solids),,,operating,no conversion,,,,,Canfor,,53.9235,-122.6957,exact,Prince George,Regional District of Fraser-Fort George,,British Columbia,Northern America,Americas,L200357,G200396,WRI: Can0007966,,https://gem.wiki/Intercontinental_Pulp_Mill_power_station
Canada,Kamloops Pulp Mill power station,1,,"Kamloops Green Energy, Domtar Pulp Mill",76,wood & other biomass (solids),paper mill wastes,,operating,no conversion,2017,,,,Kruger Specialty Papers Holding LP,,50.6861,-120.4037,exact,Kamloops,Thompson-Nicola Regional District,,British Columbia,Northern America,Americas,L200358,G200397,WRI: Can0007817,,https://gem.wiki/Kamloops_Pulp_Mill_power_station
Canada,Mackenzie Biomass Project,1,,Mackenzie Conifex Green Energy,36,wood & other biomass (solids),,,operating,no conversion,2015,,,,Conifex,,55.3370,-123.1823,exact,,Regional District of Fraser-Fort George,,British Columbia,Northern America,Americas,L200360,G200399,WRI: Can0008076,,https://gem.wiki/Mackenzie_Biomass_project
Canada,Merritt Green Energy power station,1,,,40,wood & other biomass (solids),,,operating,no conversion,2018,,Veolia,,,,50.0979,-120.7960,exact,Merritt,Thompson-Nicola Regional District,,British Columbia,Northern America,Americas,L200362,G200401,,,https://gem.wiki/Merritt_Green_Energy_power_station
Canada,Port Hawkesbury power station,New 1,,Port Hawkesbury New,60,wood & other biomass (solids),,,operating,no conversion,2013,,Nova Scotia Power,,Nova Scotia Power,,45.5972,-61.3581,exact,,Municipality of the County of Richmond,,Nova Scotia,Northern America,Americas,L200372,G200412,WRI: Can0008244,,https://gem.wiki/Port_Hawkesbury_power_station
Canada,Powell River Pulp Mill power station,G12,,"Catalyst Paper Tis’kwat Mill, Powell River",32,wood & other biomass (solids),paper mill wastes,,operating,no conversion,,,,,Paper Excellence,,49.8731,-124.5544,exact,Powell River,qathet Regional District,,British Columbia,Northern America,Americas,L200374,G200414,WRI: Can0008250,,https://gem.wiki/Powell_River_Pulp_Mill_power_station
Canada,Senneterre power station,1,,,35,wood & other biomass (solids),,,operating,no conversion,2002,,,,Resolute Forest Products,,48.3835,-77.2239,exact,,La Vallée-de-l'Or,,Quebec,Northern America,Americas,L200378,G200418,WRI: Can0008348,,https://gem.wiki/Senneterre_power_station
Canada,Thunder Bay power station,3,,G3,160,wood & other biomass (solids),,,retired,conversion from coal to bioenergy,1981,2018,Ontario Power Generation,,Ontario Power Generation,,48.3597,-89.2213,exact,Thunder Bay,Thunder Bay District,Northwestern Ontario,Ontario,Northern America,Americas,L104552,G114121,WRI: Can0002249,,https://www.gem.wiki/Thunder_Bay_power_station
Canada,Williams Lake power station,1,,,66,wood & other biomass (solids),,,operating,no conversion,1993,,Atlantic Power,,Atlantic Power,,52.1612,-122.1712,exact,Williams Lake,Cariboo Regional District,,British Columbia,Northern America,Americas,L200390,G200430,WRI: Can0008562,,https://gem.wiki/Williams_Lake_power_station
